OrderID,CustomerID,ProductID,OrderDate,ShippedDate,Quantity,PaymentMethod
S3020,C248,P41,2025-12-11,2025-12-20,5,PayPal
S3021,C272,P21,2025-05-07,2025-05-12,4,Kuda
S3022,C118,P08,2025-05-03,2025-05-06,5,Moniepoint
S3023,C91,P28,2025-09-18,2025-09-23,3,PayPal
S3024,C204,P10,2025-03-16,,2,Gift Card
S3025,C214,P07,2025-09-10,2025-09-14,3,USSD
S3026,C164,P11,2025-08-15,2025-08-16,5,Debit Card
S3027,C251,P24,2025-08-18,2025-08-24,1,Gift Card
S3028,C209,P50,2025-04-29,2025-05-07,4,Moniepoint
S3029,C157,P22,2025-08-03,2025-08-13,1,USSD
S3030,C139,P64,2025-10-09,2025-10-16,4,Kuda
S3031,C291,P54,2025-01-30,,1,Paystack
S3032,C11,P18,2025-03-14,2025-03-18,1,PalmPay
S3033,C36,P04,2025-01-12,,5,Apple Pay
S3034,C198,P31,2025-11-20,2025-11-25,3,PalmPay
S3035,C244,P36,2025-07-30,2025-08-06,5,OPay
S3036,C282,P12,2025-08-29,,1,Bank Transfer
S3037,C08,P52,2025-12-26,2026-01-03,3,Debit Card
S3038,C99,P59,2025-01-16,2025-01-21,3,PayPal
S3039,C139,P08,2025-02-18,2025-02-26,5,Kuda
S3040,C239,P27,2025-09-01,,5,USSD
S3041,C19,P26,2025-10-15,2025-10-18,3,PayPal
S3042,C226,P68,2025-07-24,2025-08-02,5,Gift Card
S3043,C291,P42,2025-06-02,2025-06-04,1,Gift Card
S3044,C182,P07,2025-06-24,2025-06-28,2,Debit Card
S3045,C105,P51,2025-12-25,2025-12-29,2,USSD
S3046,C86,P64,2025-01-25,2025-01-30,2,Kuda
S3047,C154,P63,2025-03-03,,4,OPay
S3048,C31,P16,2025-11-11,2025-11-13,4,Debit Card
S3049,C119,P33,2025-09-08,2025-09-11,4,Gift Card
S3050,C164,P45,2025-03-08,2025-03-15,4,Paystack
S3051,C36,P03,2025-08-08,2025-08-10,4,Flutterwave
S3052,C226,P45,2025-01-19,2025-01-21,1,PalmPay
S3053,C270,P42,2025-12-18,,1,PayPal
S3054,C33,P32,2025-04-18,2025-04-21,2,Flutterwave
S3055,C293,P41,2025-07-09,,4,OPay
S3056,C239,P13,2025-11-22,2025-12-02,5,OPay
S3057,C21,P02,2025-11-06,2025-11-12,5,Gift Card
S3058,C118,P36,2025-10-18,2025-10-21,1,Flutterwave
S3059,C45,P29,2025-08-20,2025-08-30,2,PalmPay
S3060,C294,P46,2025-08-08,2025-08-12,4,Gift Card
S3061,C258,P01,2025-12-27,2025-12-28,3,Bank Transfer
S3062,C203,P08,2025-09-28,2025-10-02,4,PalmPay
S3063,C61,P58,2025-12-14,2025-12-19,1,Kuda
S3064,C137,P24,2025-09-19,2025-09-23,4,Apple Pay
S3065,C11,P11,2025-03-11,2025-03-14,1,Google Pay
S3066,C18,P48,2025-08-25,2025-08-26,5,Moniepoint
S3067,C283,P18,2025-07-25,2025-08-04,3,Flutterwave
S3068,C87,P25,2025-06-26,2025-06-28,1,USSD
S3069,C18,P24,2025-01-08,2025-01-14,3,Gift Card
S3070,C207,P32,2025-09-03,2025-09-11,2,PayPal
S3071,C157,P37,2025-01-11,,2,Bank Transfer
S3072,C126,P01,2025-12-03,2025-12-11,5,Apple Pay
S3073,C271,P13,2025-12-08,2025-12-18,5,Paystack
S3074,C182,P65,2025-11-09,,4,Gift Card
S3075,C134,P43,2025-06-10,2025-06-20,3,Bank Transfer
S3076,C274,P69,2025-10-13,2025-10-20,1,Gift Card
S3077,C231,P40,2025-02-03,2025-02-08,2,OPay
S3078,C221,P03,2025-01-31,2025-02-02,5,Google Pay
S3079,C105,P10,2025-11-02,2025-11-11,2,PalmPay
S3080,C110,P41,2025-12-07,2025-12-12,4,PayPal
S3081,C13,P65,2025-03-16,2025-03-23,3,Bank Transfer
S3082,C216,P55,2025-08-06,2025-08-09,1,Debit Card
S3083,C64,P05,2025-09-11,2025-09-19,1,Kuda
S3084,C05,P52,2025-04-02,,1,Apple Pay
S3085,C228,P36,2025-01-18,2025-01-22,5,Debit Card
S3086,C182,P12,2025-05-06,2025-05-11,4,OPay
S3087,C24,P25,2025-11-02,2025-11-11,3,PalmPay
S3088,C118,P64,2025-02-26,2025-03-07,1,PalmPay
S3089,C190,P35,2025-11-04,2025-11-05,5,Bank Transfer
S3090,C272,P48,2025-05-18,2025-05-22,4,Paystack
S3091,C70,P15,2025-01-12,2025-01-15,3,Apple Pay
S3092,C105,P33,2025-08-16,2025-08-17,2,USSD
S3093,C85,P15,2025-03-17,2025-03-25,2,PalmPay
S3094,C207,P31,2025-04-13,2025-04-15,2,Apple Pay
S3095,C182,P13,2025-04-25,2025-05-02,2,Bank Transfer
S3096,C209,P10,2025-12-21,2025-12-27,4,Moniepoint
S3097,C153,P37,2025-08-14,2025-08-16,3,Gift Card
S3098,C229,P56,2025-02-01,2025-02-02,5,PalmPay
S3099,C54,P65,2025-07-05,2025-07-09,4,Gift Card
S3100,C94,P26,2025-07-21,2025-07-27,4,PalmPay
S3101,C159,P58,2025-03-25,2025-04-04,3,Paystack
S3102,C02,P49,2025-07-15,2025-07-24,5,Bank Transfer
S3103,C228,P66,2025-09-01,2025-09-02,4,Bank Transfer
S3104,C258,P39,2025-05-23,,4,Paystack
S3105,C75,P25,2025-03-27,2025-03-30,3,Gift Card
S3106,C05,P55,2025-08-21,2025-08-28,1,OPay
S3107,C51,P45,2025-07-06,2025-07-07,3,Google Pay
S3108,C73,P15,2025-12-02,2025-12-04,1,Apple Pay
S3109,C118,P01,2025-02-01,2025-02-04,3,Kuda
S3110,C94,P13,2025-06-25,2025-06-28,1,Debit Card
S3111,C08,P40,2025-09-19,,5,PayPal
S3112,C208,P65,2025-04-05,2025-04-07,5,PalmPay
S3113,C211,P61,2025-11-09,2025-11-13,5,Debit Card
S3114,C212,P46,2025-09-12,2025-09-19,3,Moniepoint
S3115,C86,P50,2025-02-21,,5,Kuda
S3116,C57,P41,2025-03-18,,3,Flutterwave
S3117,C239,P10,2025-02-03,2025-02-12,5,Flutterwave
S3118,C201,P45,2025-10-14,2025-10-18,1,Gift Card
S3119,C120,P54,2025-03-09,2025-03-14,2,Moniepoint
S3120,C267,P11,2025-06-30,,5,OPay
S3121,C11,P24,2025-03-30,2025-04-03,1,Moniepoint
S3122,C74,P30,2025-04-14,2025-04-15,3,Paystack
S3123,C07,P13,2025-07-07,,2,USSD
S3124,C246,P62,2025-08-23,2025-08-30,4,Apple Pay
S3125,C297,P03,2025-02-15,2025-02-24,4,PalmPay
S3126,C54,P32,2025-09-08,2025-09-11,1,PalmPay
S3127,C211,P08,2025-05-04,2025-05-14,5,Paystack
S3128,C226,P18,2025-11-01,2025-11-09,4,PayPal
S3129,C134,P61,2025-12-05,2025-12-06,1,Debit Card
S3130,C130,P30,2025-07-30,2025-08-05,4,Apple Pay
S3131,C117,P42,2025-10-26,2025-11-05,5,Debit Card
S3132,C33,P37,2025-03-11,2025-03-12,5,Gift Card
S3133,C14,P38,2025-08-13,2025-08-20,2,USSD
S3134,C64,P03,2025-09-19,2025-09-23,2,PayPal
S3135,C133,P60,2025-09-23,2025-09-25,4,OPay
S3136,C300,P10,2025-03-12,2025-03-20,4,Moniepoint
S3137,C276,P34,2025-07-02,2025-07-03,5,Apple Pay
S3138,C247,P62,2025-07-07,2025-07-13,2,Google Pay
S3139,C209,P14,2025-08-06,2025-08-15,2,Apple Pay
S3140,C271,P64,2025-03-22,2025-03-31,1,Bank Transfer
S3141,C126,P66,2025-04-06,2025-04-13,1,Debit Card
S3142,C110,P66,2025-03-22,2025-03-31,4,PalmPay
S3143,C119,P39,2025-02-14,2025-02-24,1,OPay
S3144,C256,P67,2025-06-21,2025-06-25,3,Paystack
S3145,C244,P37,2025-03-17,2025-03-27,1,Google Pay
S3146,C194,P40,2025-04-28,,5,PalmPay
S3147,C192,P37,2025-11-22,2025-11-28,4,Bank Transfer
S3148,C134,P25,2025-05-19,2025-05-23,1,Google Pay
S3149,C227,P56,2025-12-29,,5,Kuda
S3150,C118,P61,2025-10-31,2025-11-06,2,Bank Transfer
S3151,C198,P08,2025-05-18,2025-05-27,5,Bank Transfer
S3152,C54,P25,2025-07-24,,5,Debit Card
S3153,C280,P37,2025-10-22,2025-10-30,3,Gift Card
S3154,C54,P59,2025-09-26,2025-09-27,5,OPay
S3155,C209,P65,2025-05-30,2025-06-06,4,Moniepoint
S3156,C11,P69,2025-06-09,2025-06-18,2,Moniepoint
S3157,C128,P29,2025-08-13,2025-08-20,2,Paystack
S3158,C148,P28,2025-07-18,2025-07-28,2,PayPal
S3159,C208,P25,2025-06-06,2025-06-07,3,PalmPay
S3160,C118,P49,2025-07-19,2025-07-27,5,PayPal
S3161,C269,P30,2025-09-15,2025-09-24,5,PalmPay
S3162,C18,P12,2025-06-12,2025-06-14,5,Gift Card
S3163,C257,P26,2025-04-02,,5,Kuda
S3164,C270,P01,2025-11-24,2025-12-01,4,Google Pay
S3165,C123,P03,2025-10-07,2025-10-17,1,Paystack
S3166,C105,P16,2025-09-08,2025-09-13,4,Apple Pay
S3167,C11,P46,2025-01-30,,4,PalmPay
S3168,C226,P46,2025-11-24,2025-11-29,3,Paystack
S3169,C185,P69,2025-10-19,2025-10-29,3,PayPal
S3170,C24,P56,2025-05-16,2025-05-17,2,Debit Card
S3171,C253,P23,2025-10-22,2025-10-29,4,PayPal
S3172,C20,P11,2025-11-28,2025-12-04,3,Google Pay
S3173,C80,P54,2025-07-01,,5,PayPal
S3174,C65,P53,2025-04-20,,3,Moniepoint
S3175,C120,P54,2025-06-08,,5,Flutterwave
S3176,C88,P21,2025-06-24,2025-06-30,3,Kuda
S3177,C258,P56,2025-06-05,,3,Flutterwave
S3178,C247,P27,2025-05-04,2025-05-14,1,Paystack
S3179,C68,P26,2025-10-27,2025-11-03,5,Kuda
S3180,C106,P23,2025-06-01,,3,Bank Transfer
S3181,C73,P66,2025-06-24,2025-07-03,3,OPay
S3182,C197,P68,2025-12-22,2025-12-26,3,Paystack
S3183,C21,P47,2025-09-17,,2,Apple Pay
S3184,C208,P45,2025-06-18,2025-06-28,4,USSD
S3185,C55,P69,2025-02-21,2025-02-26,4,Paystack
S3186,C204,P41,2025-05-24,2025-05-31,2,Flutterwave
S3187,C118,P69,2025-02-24,2025-03-02,5,Debit Card
S3188,C132,P04,2025-08-05,,3,Kuda
S3189,C272,P32,2025-03-10,2025-03-12,1,Gift Card
S3190,C300,P27,2025-11-21,2025-11-22,2,OPay
S3191,C23,P24,2025-07-11,2025-07-17,1,USSD
S3192,C272,P52,2025-12-24,2025-12-26,3,Moniepoint
S3193,C54,P39,2025-10-17,2025-10-19,1,Debit Card
S3194,C84,P05,2025-01-09,2025-01-13,1,Debit Card
S3195,C194,P22,2025-01-27,2025-02-02,1,Debit Card
S3196,C212,P41,2025-08-06,2025-08-16,1,Flutterwave
S3197,C208,P06,2025-09-03,2025-09-10,2,Flutterwave
S3198,C56,P45,2025-01-15,2025-01-17,5,Gift Card
S3199,C144,P51,2025-07-06,2025-07-14,5,Moniepoint
S3200,C23,P59,2025-05-14,2025-05-24,4,PalmPay
S3201,C35,P68,2025-06-21,2025-06-26,1,USSD
S3202,C204,P09,2025-12-02,2025-12-07,1,Flutterwave
S3203,C225,P59,2025-05-16,2025-05-23,4,Apple Pay
S3204,C219,P39,2025-09-30,2025-10-01,2,PayPal
S3205,C271,P06,2025-03-27,2025-03-28,1,Apple Pay
S3206,C285,P67,2025-05-18,2025-05-19,1,USSD
S3207,C117,P46,2025-11-14,2025-11-19,2,Apple Pay
S3208,C200,P40,2025-06-05,2025-06-12,2,USSD
S3209,C94,P55,2025-11-03,2025-11-10,2,Apple Pay
S3210,C134,P27,2025-12-06,2025-12-14,5,PayPal
S3211,C124,P09,2025-07-18,2025-07-28,4,Google Pay
S3212,C208,P11,2025-07-08,2025-07-15,3,Moniepoint
S3213,C164,P68,2025-05-23,2025-05-25,2,Debit Card
S3214,C291,P30,2025-02-06,2025-02-10,4,Debit Card
S3215,C186,P12,2025-08-03,,2,Paystack
S3216,C261,P04,2025-04-14,2025-04-17,1,Kuda
S3217,C11,P48,2025-10-29,,4,Flutterwave
S3218,C165,P34,2025-09-05,2025-09-12,4,Moniepoint
S3219,C174,P61,2025-04-12,2025-04-22,5,PayPal
S3220,C31,P67,2025-04-27,,2,PalmPay
S3221,C149,P64,2025-08-19,2025-08-27,4,PalmPay
S3222,C110,P28,2025-04-23,2025-04-28,5,OPay
S3223,C39,P10,2025-12-27,,3,Moniepoint
S3224,C269,P49,2025-01-19,,1,Bank Transfer
S3225,C53,P20,2025-03-11,2025-03-14,5,Kuda
S3226,C209,P69,2025-10-11,2025-10-20,1,Google Pay
S3227,C216,P36,2025-08-05,2025-08-14,4,Bank Transfer
S3228,C149,P57,2025-01-06,2025-01-10,5,USSD
S3229,C111,P66,2025-09-01,2025-09-06,1,Gift Card
S3230,C11,P36,2025-07-26,2025-07-27,2,Moniepoint
S3231,C133,P58,2025-06-15,2025-06-16,3,Kuda
S3232,C300,P51,2025-01-14,2025-01-18,3,Moniepoint
S3233,C68,P47,2025-04-21,2025-04-26,1,Moniepoint
S3234,C53,P60,2025-10-01,2025-10-04,1,Debit Card
S3235,C119,P67,2025-06-09,2025-06-16,5,Google Pay
S3236,C114,P44,2025-11-03,2025-11-07,2,PalmPay
S3237,C119,P56,2025-03-10,2025-03-15,5,Paystack
S3238,C39,P01,2025-05-19,2025-05-20,2,Bank Transfer
S3239,C62,P60,2025-03-12,2025-03-14,5,USSD
S3240,C272,P37,2025-08-10,2025-08-18,3,Kuda
S3241,C228,P57,2025-03-02,2025-03-10,3,Google Pay
S3242,C204,P35,2025-03-15,2025-03-22,3,Bank Transfer
S3243,C274,P37,2025-09-20,2025-09-30,4,OPay
S3244,C284,P51,2025-08-27,,2,Gift Card
S3245,C111,P55,2025-04-22,2025-05-01,5,PayPal
S3246,C157,P08,2025-03-25,2025-03-28,2,PayPal
S3247,C221,P66,2025-12-13,2025-12-23,2,Flutterwave
S3248,C26,P42,2025-03-04,2025-03-09,4,PayPal
S3249,C292,P09,2025-07-05,2025-07-08,4,PayPal
S3250,C26,P04,2025-08-01,2025-08-06,1,Gift Card
S3251,C204,P20,2025-02-13,2025-02-14,3,USSD
S3252,C285,P56,2025-10-15,2025-10-22,4,Bank Transfer
S3253,C274,P12,2025-05-06,2025-05-14,3,USSD
S3254,C272,P37,2025-03-14,2025-03-19,4,Flutterwave
S3255,C06,P06,2025-10-27,2025-11-01,4,Moniepoint
S3256,C54,P32,2025-05-10,2025-05-19,4,Moniepoint
S3257,C105,P16,2025-05-22,2025-05-27,1,OPay
S3258,C120,P42,2025-09-09,,2,Moniepoint
S3259,C11,P31,2025-09-07,2025-09-16,4,PayPal
S3260,C119,P64,2025-09-02,2025-09-03,5,Debit Card
S3261,C140,P31,2025-11-29,,3,Bank Transfer
S3262,C244,P12,2025-06-06,2025-06-10,4,Gift Card
S3263,C183,P27,2025-06-07,,2,USSD
S3264,C300,P56,2025-01-02,2025-01-08,2,PalmPay
S3265,C221,P16,2025-01-26,2025-02-04,3,Debit Card
S3266,C165,P54,2025-02-19,,3,Google Pay
S3267,C293,P64,2025-11-17,2025-11-25,3,Google Pay
S3268,C153,P11,2025-09-28,2025-09-29,2,Apple Pay
S3269,C32,P63,2025-07-30,,3,Kuda
S3270,C164,P30,2025-08-08,2025-08-17,3,Bank Transfer
S3271,C276,P19,2025-01-26,2025-02-03,1,Bank Transfer
S3272,C209,P47,2025-09-29,2025-10-06,1,Paystack
S3273,C104,P33,2025-11-05,,5,Debit Card
S3274,C183,P16,2025-09-11,2025-09-16,2,USSD
S3275,C186,P01,2025-11-21,2025-11-28,2,Bank Transfer
S3276,C204,P26,2025-11-04,,2,Gift Card
S3277,C91,P05,2025-08-07,2025-08-15,4,PayPal
S3278,C239,P05,2025-10-31,2025-11-09,4,Kuda
S3279,C56,P39,2025-04-24,,5,Bank Transfer
S3280,C13,P11,2025-03-03,2025-03-09,5,Bank Transfer
S3281,C226,P43,2025-02-05,2025-02-11,5,Bank Transfer
S3282,C185,P59,2025-11-01,2025-11-05,1,OPay
S3283,C106,P01,2025-11-23,2025-12-01,5,Debit Card
S3284,C05,P35,2025-02-01,2025-02-06,1,Flutterwave
S3285,C246,P03,2025-01-12,2025-01-19,4,Bank Transfer
S3286,C09,P21,2025-10-05,,4,Moniepoint
S3287,C285,P62,2025-01-07,2025-01-10,4,OPay
S3288,C05,P48,2025-09-18,2025-09-19,3,Flutterwave
S3289,C183,P27,2025-12-18,2025-12-23,2,Paystack
S3290,C285,P67,2025-04-29,,2,USSD
S3291,C65,P09,2025-07-10,2025-07-12,1,USSD
S3292,C75,P40,2025-04-15,,2,Paystack
S3293,C238,P35,2025-07-05,2025-07-12,4,Apple Pay
S3294,C255,P60,2025-08-12,2025-08-20,4,PalmPay
S3295,C114,P14,2025-04-24,2025-04-30,1,PayPal
S3296,C54,P44,2025-05-04,2025-05-09,5,Paystack
S3297,C131,P63,2025-06-30,,3,Debit Card
S3298,C153,P11,2025-12-15,2025-12-23,1,Kuda
S3299,C226,P22,2025-10-10,2025-10-15,3,Bank Transfer
S3300,C68,P68,2025-11-15,2025-11-19,5,Debit Card
S3301,C73,P59,2025-12-10,,2,Kuda
S3302,C291,P30,2025-11-07,2025-11-14,4,PayPal
S3303,C271,P10,2025-09-24,2025-09-29,2,PalmPay
S3304,C39,P09,2025-07-21,2025-07-25,3,Google Pay
S3305,C87,P49,2025-01-16,2025-01-25,2,Debit Card
S3306,C150,P68,2025-11-08,2025-11-17,3,Gift Card
S3307,C02,P49,2025-11-17,2025-11-25,4,Gift Card
S3308,C98,P58,2025-03-09,2025-03-13,1,PayPal
S3309,C134,P25,2025-03-17,2025-03-21,2,Moniepoint
S3310,C262,P10,2025-11-04,,4,Google Pay
S3311,C106,P65,2025-11-01,2025-11-09,4,Debit Card
S3312,C73,P53,2025-04-05,2025-04-07,5,PayPal
S3313,C109,P02,2025-12-03,,4,Apple Pay
S3314,C162,P35,2025-12-23,2025-12-30,2,Gift Card
S3315,C186,P33,2025-05-08,,2,USSD
S3316,C234,P32,2025-10-09,2025-10-18,3,Gift Card
S3317,C11,P48,2025-11-23,2025-12-01,3,OPay
S3318,C146,P41,2025-03-07,2025-03-08,5,Kuda
S3319,C119,P22,2025-04-03,2025-04-07,1,OPay
S3320,C159,P12,2025-07-07,2025-07-16,5,Bank Transfer
S3321,C228,P41,2025-02-19,2025-02-25,2,PalmPay
S3322,C288,P53,2025-03-20,,4,Debit Card
S3323,C182,P49,2025-04-03,2025-04-08,1,Gift Card
S3324,C41,P58,2025-11-07,2025-11-10,3,Flutterwave
S3325,C258,P10,2025-11-10,2025-11-11,3,PalmPay
S3326,C05,P23,2025-04-30,2025-05-09,5,OPay
S3327,C120,P23,2025-12-08,2025-12-12,5,Debit Card
S3328,C06,P37,2025-05-24,2025-06-03,2,Gift Card
S3329,C218,P30,2025-01-23,,2,Apple Pay
S3330,C209,P35,2025-09-13,2025-09-17,2,USSD
S3331,C277,P27,2025-05-27,2025-05-29,2,Kuda
S3332,C144,P41,2025-11-10,2025-11-13,4,Moniepoint
S3333,C150,P48,2025-03-27,,2,Flutterwave
S3334,C125,P47,2025-06-25,2025-06-27,2,Google Pay
S3335,C239,P32,2025-01-28,2025-01-29,2,PayPal
S3336,C300,P12,2025-09-13,2025-09-23,3,Moniepoint
S3337,C246,P22,2025-06-10,2025-06-20,2,Paystack
S3338,C106,P53,2025-12-27,2026-01-03,5,Apple Pay
S3339,C86,P28,2025-05-06,,5,Debit Card
S3340,C105,P50,2025-05-26,,5,Flutterwave
S3341,C56,P63,2025-03-24,2025-03-25,3,Flutterwave
S3342,C161,P34,2025-03-01,2025-03-05,4,OPay
S3343,C88,P66,2025-01-07,2025-01-12,3,Paystack
S3344,C158,P16,2025-08-22,,5,Bank Transfer
S3345,C242,P58,2025-07-23,2025-07-28,5,Moniepoint
S3346,C74,P60,2025-01-07,2025-01-08,2,Apple Pay
S3347,C31,P46,2025-12-21,,3,Kuda
S3348,C86,P45,2025-05-10,2025-05-18,4,OPay
S3349,C137,P70,2025-09-26,2025-10-03,4,Apple Pay
S3350,C248,P32,2025-08-22,2025-08-30,5,Apple Pay
S3351,C246,P28,2025-03-27,2025-03-28,3,Bank Transfer
S3352,C94,P54,2025-11-22,2025-11-24,5,USSD
S3353,C300,P67,2025-12-20,2025-12-25,2,Apple Pay
S3354,C221,P49,2025-01-30,2025-01-31,3,Apple Pay
S3355,C20,P59,2025-03-24,2025-04-02,3,Moniepoint
S3356,C57,P69,2025-11-30,2025-12-07,4,Apple Pay
S3357,C251,P40,2025-12-21,,5,Apple Pay
S3358,C247,P28,2025-08-22,,2,Apple Pay
S3359,C11,P34,2025-12-17,,5,USSD
S3360,C135,P45,2025-09-02,,1,Paystack
S3361,C31,P62,2025-01-07,2025-01-08,5,Kuda
S3362,C133,P51,2025-07-13,2025-07-15,3,PalmPay
S3363,C300,P49,2025-06-30,2025-07-10,5,PayPal
S3364,C157,P38,2025-01-09,2025-01-10,4,Flutterwave
S3365,C98,P42,2025-11-28,2025-12-06,3,Google Pay
S3366,C257,P09,2025-05-10,2025-05-18,3,Debit Card
S3367,C105,P46,2025-02-24,2025-03-02,2,PayPal
S3368,C154,P16,2025-03-13,2025-03-21,2,Kuda
S3369,C168,P63,2025-01-09,2025-01-16,1,OPay
S3370,C05,P44,2025-07-07,2025-07-13,3,Moniepoint
S3371,C18,P15,2025-09-24,2025-10-03,1,Moniepoint
S3372,C136,P50,2025-06-02,2025-06-09,1,Moniepoint
S3373,C120,P56,2025-03-21,2025-03-25,2,USSD
S3374,C86,P41,2025-03-09,2025-03-18,5,Kuda
S3375,C105,P54,2025-05-17,2025-05-24,3,Bank Transfer
S3376,C234,P01,2025-12-28,2026-01-02,5,Apple Pay
S3377,C221,P36,2025-06-01,,4,Flutterwave
S3378,C134,P59,2025-11-11,2025-11-13,1,Moniepoint
S3379,C211,P04,2025-09-04,2025-09-13,2,Flutterwave
S3380,C98,P52,2025-11-27,2025-12-06,3,USSD
S3381,C156,P55,2025-04-08,2025-04-13,2,Flutterwave
S3382,C270,P31,2025-05-20,2025-05-21,1,Moniepoint
S3383,C150,P68,2025-11-07,2025-11-14,1,PayPal
S3384,C244,P53,2025-05-04,2025-05-11,2,Paystack
S3385,C136,P70,2025-04-28,,5,Flutterwave
S3386,C258,P42,2025-09-08,2025-09-15,1,Apple Pay
S3387,C194,P23,2025-09-05,2025-09-08,3,Paystack
S3388,C98,P19,2025-04-07,2025-04-11,3,PalmPay
S3389,C238,P62,2025-03-22,,3,Google Pay
S3390,C56,P57,2025-06-12,2025-06-19,2,Moniepoint
S3391,C118,P32,2025-11-12,2025-11-15,3,Moniepoint
S3392,C119,P46,2025-04-03,,3,Bank Transfer
S3393,C167,P46,2025-11-07,2025-11-13,3,USSD
S3394,C144,P05,2025-07-06,2025-07-10,3,Gift Card
S3395,C69,P63,2025-04-25,2025-04-29,1,Paystack
S3396,C28,P25,2025-01-28,,5,OPay
S3397,C13,P17,2025-07-04,2025-07-05,5,PalmPay
S3398,C251,P43,2025-11-13,2025-11-19,5,PayPal
S3399,C108,P69,2025-02-12,2025-02-18,1,Moniepoint
S3400,C109,P59,2025-11-08,2025-11-12,3,Paystack
S3401,C268,P49,2025-01-29,2025-02-03,3,Gift Card
S3402,C28,P10,2025-12-02,2025-12-10,5,Debit Card
S3403,C168,P07,2025-11-21,2025-11-26,3,Kuda
S3404,C55,P66,2025-08-12,2025-08-18,5,OPay
S3405,C211,P42,2025-12-05,2025-12-11,2,Gift Card
S3406,C110,P47,2025-01-10,2025-01-18,1,Apple Pay
S3407,C86,P70,2025-06-24,2025-06-25,3,PalmPay
S3408,C173,P61,2025-06-11,2025-06-17,2,Google Pay
S3409,C216,P17,2025-04-11,2025-04-20,5,PayPal
S3410,C86,P29,2025-10-31,2025-11-03,2,Google Pay
S3411,C204,P54,2025-06-20,2025-06-28,2,Kuda
S3412,C126,P36,2025-08-15,2025-08-25,1,Kuda
S3413,C158,P30,2025-12-29,2025-12-30,5,Gift Card
S3414,C182,P68,2025-12-08,2025-12-12,4,Bank Transfer
S3415,C272,P64,2025-11-22,,2,Debit Card
S3416,C212,P56,2025-07-10,2025-07-15,1,Google Pay
S3417,C291,P11,2025-01-06,2025-01-13,3,OPay
S3418,C197,P10,2025-02-12,2025-02-15,5,Flutterwave
S3419,C209,P36,2025-09-18,2025-09-20,4,Apple Pay
S3420,C255,P60,2025-06-07,2025-06-14,5,PalmPay
S3421,C239,P21,2025-04-13,2025-04-14,3,PayPal
S3422,C61,P03,2025-03-26,2025-04-03,4,PalmPay
S3423,C251,P68,2025-01-01,2025-01-11,3,Debit Card
S3424,C54,P18,2025-09-05,2025-09-10,2,PalmPay
S3425,C229,P46,2025-04-16,2025-04-18,5,USSD
S3426,C121,P47,2025-06-26,,5,Gift Card
S3427,C103,P51,2025-01-01,2025-01-07,5,Bank Transfer
S3428,C188,P68,2025-11-24,2025-11-25,4,PayPal
S3429,C99,P45,2025-06-07,2025-06-11,4,OPay
S3430,C84,P28,2025-01-09,2025-01-19,1,Debit Card
S3431,C86,P01,2025-02-19,2025-02-26,1,Google Pay
S3432,C30,P14,2025-01-11,2025-01-13,2,PalmPay
S3433,C33,P50,2025-04-30,,4,Debit Card
S3434,C242,P40,2025-08-13,2025-08-17,2,Kuda
S3435,C190,P10,2025-12-11,2025-12-20,2,Debit Card
S3436,C55,P61,2025-07-11,2025-07-21,3,Flutterwave
S3437,C151,P69,2025-06-23,2025-06-24,1,OPay
S3438,C128,P51,2025-01-16,2025-01-25,1,PalmPay
S3439,C209,P62,2025-05-25,,1,OPay
S3440,C244,P69,2025-09-08,2025-09-18,1,Bank Transfer
S3441,C26,P33,2025-10-07,2025-10-10,2,PalmPay
S3442,C274,P19,2025-02-02,2025-02-12,2,Flutterwave
S3443,C145,P07,2025-02-01,2025-02-07,5,Flutterwave
S3444,C213,P59,2025-11-08,2025-11-14,4,Paystack
S3445,C43,P24,2025-04-21,2025-04-24,1,Bank Transfer
S3446,C246,P26,2025-11-10,2025-11-11,1,PalmPay
S3447,C274,P53,2025-02-13,2025-02-18,3,Apple Pay
S3448,C66,P50,2025-11-11,,4,OPay
S3449,C150,P70,2025-11-28,2025-12-05,5,Google Pay
S3450,C05,P08,2025-07-13,2025-07-17,1,Paystack
S3451,C14,P01,2025-01-27,2025-02-06,4,Google Pay
S3452,C74,P16,2025-05-25,2025-06-03,2,Flutterwave
S3453,C16,P54,2025-05-28,,4,Bank Transfer
S3454,C207,P54,2025-03-13,,1,Moniepoint
S3455,C98,P18,2025-03-22,2025-03-24,5,Debit Card
S3456,C54,P66,2025-07-17,2025-07-23,4,Google Pay
S3457,C51,P56,2025-04-12,2025-04-18,2,USSD
S3458,C157,P04,2025-09-22,2025-09-24,2,Apple Pay
S3459,C73,P14,2025-03-27,,5,Debit Card
S3460,C159,P29,2025-10-29,2025-11-08,4,OPay
S3461,C05,P45,2025-09-10,2025-09-18,5,Bank Transfer
S3462,C251,P49,2025-05-22,2025-05-30,2,Gift Card
S3463,C105,P39,2025-03-21,2025-03-22,4,Flutterwave
S3464,C192,P18,2025-04-28,2025-04-29,2,Debit Card
S3465,C90,P64,2025-06-15,2025-06-18,3,Debit Card
S3466,C194,P14,2025-12-28,2026-01-07,2,Gift Card
S3467,C02,P11,2025-01-31,2025-02-05,3,Paystack
S3468,C300,P03,2025-07-15,2025-07-23,1,Bank Transfer
S3469,C126,P65,2025-12-02,,1,Paystack
S3470,C289,P43,2025-07-02,2025-07-09,1,PalmPay
